destination_id,name,type,url,image[0].url,address.addr1,address.city,address.country,latitude,longitude,description,status,custom_label_0,custom_label_1
6395180339,Salinas Grandes,destination,https://daytrip.com/en/transfers/salinas-grandes-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/salinas-grandes--argentina--pinterest-pin.png,Salinas Grandes (Jujuy y Salta),Salinas Grandes,Argentina,-23.608178629215672,-65.863291796093748,Reflect on the surreal beauty of the world's third largest salt flats high in the Andes.,active,Argentina,South America
6395180340,San Antonio Oeste,destination,https://daytrip.com/en/transfers/san-antonio-oeste-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/san-antonio-oeste--argentina--pinterest-pin.png,San Antonio Oeste,San Antonio Oeste,Argentina,-40.7333763,-64.9535634,"Nestled along the captivating Bay of San Antonio, this destination emerges as the primary fishing port of Northern Patagonia, revealing a seaside haven that seamlessly blends tranquility with adventure.",active,Argentina,South America
6395180343,Santa Fe,destination,https://daytrip.com/en/transfers/santa-fe-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/santa-fe--argentina--pinterest-pin.png,Santa Fe argentina,Santa Fe,Argentina,-31.6106578,-60.697294,"Famous for hosting the assembly where Argentina's first constitution was signed in 1853, this underrated city features historic colonial buildings and a scenic suspension bridge.",active,Argentina,South America
6395180344,Villa General Belgrano,destination,https://daytrip.com/en/transfers/villa-general-belgrano-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/villa-general-belgrano--argentina--pinterest-pin.png,Villa General Belgrano,Villa General Belgrano,Argentina,-31.97766519999999,-64.5594102,"Nestled in the enchanting Calamuchita Valley, less than 100 km from Cordoba Capital, this village weaves a captivating tale of cultural fusion and scenic beauty.",active,Argentina,South America
6395180345,Formosa,destination,https://daytrip.com/en/transfers/formosa-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/formosa--argentina--pinterest-pin.png,formosa argentina,Formosa,Argentina,-26.1857768,-58.1755669,Life in this laid-back border city revolves around the flow of the Paraguay River.,active,Argentina,South America
6395180346,Colonia Suiza,destination,https://daytrip.com/en/transfers/colonia-suiza-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/colonia-suiza--argentina--pinterest-pin.png,Colonia Suiza,Colonia Suiza,Argentina,-41.0953125,-71.5105057,"Steeped in history, this town was the first European settlement in the region, founded in the late 19th century by Swiss pioneers who brought their traditions and culture to the heart of Argentina.",active,Argentina,South America
6395180348,La Falda,destination,https://daytrip.com/en/transfers/la-falda-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/la-falda--argentina--pinterest-pin.png,La Falda,La Falda,Argentina,-31.0944026,-64.48284009999999,"Nestled in the picturesque Punilla Valley of the Sierras, this destination boasts a rich history intertwined with the grandeur of the renowned Hotel Edén.",active,Argentina,South America
6395180349,El Bolson,destination,https://daytrip.com/en/transfers/el-bolson-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/el-bolson--argentina--pinterest-pin.png,El Bolson,El Bolson,Argentina,-41.9649235,-71.5353386,"Nestled in the embrace of the Andes lies this picturesque town in the southwest of the Río Negro province, beckoning with its unique blend of warmth, natural beauty, and artisanal wonders.",active,Argentina,South America
6395180350,Villa Carlos Paz,destination,https://daytrip.com/en/transfers/villa-carlos-paz-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/villa-carlos-paz--argentina--pinterest-pin.png,Villa Carlos Paz,Villa Carlos Paz,Argentina,-31.4207828,-64.4992141,"The crown jewel of Cordoba's tourism sits in the northwest of the province, cradled in the Sierras de Cordoba.",active,Argentina,South America
6395180351,Termas Cacheuta,destination,https://daytrip.com/en/transfers/termas-cacheuta-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/termas-cacheuta--argentina--pinterest-pin.png,"Cacheuta Spa, Argentina",Termas Cacheuta,Argentina,-33.0158505,-69.117172099999991,Treat yourself to an unforgettable visit to a thermal water park surrounded by the Andes.,active,Argentina,South America
6395180352,Las Grutas,destination,https://daytrip.com/en/transfers/las-grutas-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/las-grutas--argentina--pinterest-pin.png,Las Grutas,Las Grutas,Argentina,-40.8108283,-65.0943303,"Embrace the allure of this enticing destination, a hidden gem nestled in the southern half of Argentina's extensive coastline.",active,Argentina,South America
6395180353,San Juan,destination,https://daytrip.com/en/transfers/san-juan-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/san-juan--argentina--pinterest-pin.png,"San Juan, argentina",San Juan,Argentina,-31.5351074,-68.5385941,Witness both the history and modern feats of Domingo Sarmiento's picturesque birthplace.,active,Argentina,South America
6395180354,Mina Clavero,destination,https://daytrip.com/en/transfers/mina-clavero-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/mina-clavero--argentina--pinterest-pin.png,Mina Clavero,Mina Clavero,Argentina,-31.7282783,-65.0055595,"This stunning city, cradled between the Achala and Pocho mountain ranges, holds the key to an unforgettable adventure, with its river having earned its place as one of Argentina's natural wonders.",active,Argentina,South America
6395180356,Posadas,destination,https://daytrip.com/en/transfers/posadas-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/posadas--argentina--pinterest-pin.png,Posadas,Posadas,Argentina,-27.3621374,-55.900874599999987,The best way to experience this laid-back city's colorful street art is with a mate or terere in hand.,active,Argentina,South America
6395180358,San Rafael,destination,https://daytrip.com/en/transfers/san-rafael-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/san-rafael--argentina--pinterest-pin.png,"San Rafael, mendoza",San Rafael,Argentina,-34.6128922,-68.3390622,"Savor succulent wines, rich history, and stunning surroundings in the heart of Mendoza Province.",active,Argentina,South America
6395180360,Jesus Maria,destination,https://daytrip.com/en/transfers/jesus-maria-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/jesus-maria--argentina--pinterest-pin.png,"Jesús María, Argentina",Jesus Maria,Argentina,-30.9815529,-64.095799599999992,"This historic estate in the heart of the Province of Córdoba, Argentina, unveils its rich tapestry of cultural and agricultural heritage.",active,Argentina,South America
6395180361,Parana,destination,https://daytrip.com/en/transfers/parana-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/parana--argentina--pinterest-pin.png,"Parana, argentina",Parana,Argentina,-31.7413197,-60.511547099999987,"Located on the eastern shores of the Parana River, this city offers relaxing riverside parks and beaches alongside fascinating historic and religious monuments.",active,Argentina,South America
6395180362,La Cumbrecita,destination,https://daytrip.com/en/transfers/la-cumbrecita-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/la-cumbrecita--argentina--pinterest-pin.png,La Cumbrecita argentina,La Cumbrecita,Argentina,-31.8991371,-64.7730365,"Nestled on the eastern slopes of the Sierras Grandes in Córdoba lies the enchanting, elevated retreat.",active,Argentina,South America
6395180363,Villa de Merlo,destination,https://daytrip.com/en/transfers/villa-de-merlo-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/villa-de-merlo--argentina--pinterest-pin.png,Villa de Merlo,Villa de Merlo,Argentina,-32.3478326,-65.0157565,Enjoy perfect weather year-round in this colonial mountain town.,active,Argentina,South America
6395180364,Tupungato,destination,https://daytrip.com/en/transfers/tupungato-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/tupungato--argentina--pinterest-pin.png,Tupungato,Tupungato,Argentina,-33.3728036,-69.1475583,Peruse the boutique wineries of this fertile settlement in Valle de Uco.,active,Argentina,South America
6395180365,Tilcara,destination,https://daytrip.com/en/transfers/tilcara-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/tilcara--argentina--pinterest-pin.png,Tilcara,Tilcara,Argentina,-23.5768699,-65.3933739,Surround yourself in indigenous heritage in this UNESCO-listed valley.,active,Argentina,South America
6395180368,Cachi,destination,https://daytrip.com/en/transfers/cachi-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/cachi--argentina--pinterest-pin.png,Cachi. argentina,Cachi,Argentina,-25.1202353,-66.1624965,Get lost in an enigmatic village of distinct architecture and rich indigenous heritage.,active,Argentina,South America
6395180369,Humahuaca,destination,https://daytrip.com/en/transfers/humahuaca-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/humahuaca--argentina--pinterest-pin.png,Humahuaca,Humahuaca,Argentina,-23.203963,-65.348609299999993,Learn about the long history of the UNESCO-listed Quebrada de Humahuaca valley through this charming colonial town's monuments and museums.,active,Argentina,South America
6395180370,Rosario,destination,https://daytrip.com/en/transfers/rosario-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/rosario--argentina--pinterest-pin.png,Rosario,Rosario,Argentina,-32.9587022,-60.693041599999987,This beautiful art nouveau city is famed for its independent spirit and acceptance.,active,Argentina,South America
6395180371,San Martin de los Andes,destination,https://daytrip.com/en/transfers/san-martin-de-los-andes-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/san-martin-de-los-andes--argentina--pinterest-pin.png,San Martin de los Andes,San Martin de los Andes,Argentina,-40.1572103,-71.3524436,"This haven for outdoor enthusiasts seamlessly combines winter thrills with summer delights, exuding a quaint ambiance with Swiss architectural influences.",active,Argentina,South America
6395180372,Villa La Angostura,destination,https://daytrip.com/en/transfers/villa-la-angostura-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/villa-la-angostura--argentina--pinterest-pin.png,Villa La Angostura,Villa La Angostura,Argentina,-40.7627426,-71.6417984,Nestled in the Andes is this cozy mountain village where stone and wood constructions harmonize seamlessly with the breathtaking landscape.,active,Argentina,South America
6395180373,Nono,destination,https://daytrip.com/en/transfers/nono-ar,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/nono--argentina--pinterest-pin.png,Nono argentina,Nono,Argentina,-31.7973619,-65.0042739,"This quaint town with a population of just 1,229 is a hidden gem nestled in the heart of nature, with an old town square that preserves its rich history.",active,Argentina,South America
6395180375,Krems an der Donau,destination,https://daytrip.com/en/transfers/krems-an-der-donau-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/krems-an-der-donau--austria--pinterest-pin.png,"Krems an der Donau, Austria",Krems an der Donau,Austria,48.40999,15.60384,This pretty riverside town marks the entrance to the UNESCO-listed Wachau Valley.,active,Austria,Europe
6395180376,Reutte,destination,https://daytrip.com/en/transfers/reutte-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/reutte--austria--pinterest-pin.png,"Reutte, Austria",Reutte,Austria,47.48879,10.71865,"Located on the old Tyrolean Salt Road, Reutte has been a market town since 1489 and is the administrative centre of the Reutte district.",active,Austria,Europe
6395180378,Durnstein,destination,https://daytrip.com/en/transfers/durnstein-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/durnstein--austria--pinterest-pin.png,,Durnstein,Austria,48.397292,15.519188,This medieval town on the banks of the Danube is renowned for its historic charms and wine-growing tradition.,active,Austria,Europe
6395180380,Bad Ischl,destination,https://daytrip.com/en/transfers/bad-ischl-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/bad-ischl--austria--pinterest-pin.png,,Bad Ischl,Austria,47.7123805,13.6209459,"The picturesque spa town of Bad Ischl was the summer residence of Emperor Franz Josef, whose actions led to the start of the First World War.",active,Austria,Europe
6395180381,Graz,destination,https://daytrip.com/en/transfers/graz-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/graz--austria--pinterest-pin.png,"Graz, Austria",Graz,Austria,47.070714,15.439504,"In addition to six universities, the Old Town of Austria's second-largest city is a UNESCO World Heritage Site.",active,Austria,Europe
6395180382,Bad Hofgastein,destination,https://daytrip.com/en/transfers/bad-hofgastein-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/bad-hofgastein--austria--pinterest-pin.png,"Badgastein, Austria",Bad Hofgastein,Austria,47.1140887,13.132661,"Sitting pretty in a high valley of the Hohe Tauern mountain range, Bad Gastein is celebrated for its waterfall and a number of Belle Epoque hotel buildings.",active,Austria,Europe
6395180383,Lake Neusiedl,destination,https://daytrip.com/en/transfers/lake-neusiedl-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/lake-neusiedl--austria--pinterest-pin.png,Neusiedl am See,Lake Neusiedl,Austria,47.932640331903734,16.837816899414065,"Austria's lowest point, this large steppe-lake is like an inland sea beloved by water sports enthusiasts, nature lovers, and bird watchers.",active,Austria,Europe
6395180384,Hallstatt,destination,https://daytrip.com/en/transfers/hallstatt-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/hallstatt--austria--pinterest-pin.png,,Hallstatt,Austria,47.5622342,13.6492617,"The town of Hallstatt lies in a sensational mountain setting, nestled among the lakes of the UNESCO World Heritage region of Hallstatt Dachstein Salzkammergut.",active,Austria,Europe
6395180385,Solden,destination,https://daytrip.com/en/transfers/solden-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/solden--austria--pinterest-pin.png,"6450 Soelden, Austria",Solden,Austria,46.9654937,11.0076232,The Big 3 offer big mountain views of the Ötz valley.,active,Austria,Europe
6395180386,Linz,destination,https://daytrip.com/en/transfers/linz-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/linz--austria--pinterest-pin.png,,Linz,Austria,48.30694,14.28583,"'Lentia', the Roman name for this river-straddling town means 'change of course' and this Europe's Capital of Culture has done just that.",active,Austria,Europe
6395180389,Salzburg,destination,https://daytrip.com/en/transfers/salzburg-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/salzburg--austria--pinterest-pin.png,,Salzburg,Austria,47.80949,13.05501,"UNESCO-listed Salzburg ranks among the most prestigious cities in Europe, is the birthplace of Mozart and provided the setting for the classic musical, 'The Sound of Music'.",active,Austria,Europe
6395180391,Mondsee,destination,https://daytrip.com/en/transfers/mondsee-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/mondsee--austria--pinterest-pin.png,,Mondsee,Austria,47.855591,13.3434218,This charming lakeside town with its UNESCO-listed pile dwellings was featured in The Sound of Music.,active,Austria,Europe
6395180392,Bregenz,destination,https://daytrip.com/en/transfers/bregenz-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/bregenz--austria--pinterest-pin.png,,Bregenz,Austria,47.500992,9.743064,"With stupendous views, historic architecture, and a mountain of cultural attractions, Bregenz might just have too much going for it.",active,Austria,Europe
6395180393,Steyr,destination,https://daytrip.com/en/transfers/steyr-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/steyr--austria--pinterest-pin.png,,Steyr,Austria,48.049587,14.419382,"Rich in history and culture, the extensive restoration of Steyr's historic architecture has made it one of the best preserved old towns in Austria.",active,Austria,Europe
6395180394,Kufstein,destination,https://daytrip.com/en/transfers/kufstein-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/kufstein--austria--pinterest-pin.png,,Kufstein,Austria,47.582244,12.165102,"Explore quaint streets and dark castle passageways, and listen to the dulcet tones of the world's largest outdoor pipe organ in this charming Tyrolean town.",active,Austria,Europe
6395180396,Seefeld,destination,https://daytrip.com/en/transfers/seefeld-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/seefeld--austria--pinterest-pin.png,,Seefeld,Austria,47.33364,11.187942,"Situated high above the mountains and valleys of the Alps, the picturesque village of Seefeld in Tirol has hosted several Olympic and World Championship competitions.",active,Austria,Europe
6395180397,Melk,destination,https://daytrip.com/en/transfers/melk-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/melk--austria--pinterest-pin.png,"Melker Str., 3390 Melk, Austria",Melk,Austria,48.2268748,15.349817,"Located on a small arm of Strauss' 'Beautiful Blue Danube', this quiet town still retains an imperial air.",active,Austria,Europe
6395180398,Lienz,destination,https://daytrip.com/en/transfers/lienz-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/lienz--austria--pinterest-pin.png,,Lienz,Austria,46.827724,12.763199,"The Lienz area has been settled since the Bronze Age, and history's tides have left rich markings in this Alpine town sited at the confluence of three rivers.",active,Austria,Europe
6395180400,Villach,destination,https://daytrip.com/en/transfers/villach-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/villach--austria--pinterest-pin.png,,Villach,Austria,46.607963,13.854273,"People were wearing skins in Villach in Neolithic times, much later they donned Roman togas. Today it's an important infrastructural link and a crucial part of the Alpe-Adria region.",active,Austria,Europe
6395180401,Kitzbuhel - Kirchberg,destination,https://daytrip.com/en/transfers/kitzbuhel-kirchberg-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/kitzbuhel-kirchberg--austria--pinterest-pin.png,"6370 Kitzbuhel, Austria",Kitzbuhel - Kirchberg,Austria,47.4492375,12.3925407,Kitzbuhel ranks among Austria's top ski resorts and is known throughout the world for its glitz and glamour and for hosting major sporting events.,active,Austria,Europe
6395180402,Sankt Johann im Pongau,destination,https://daytrip.com/en/transfers/sankt-johann-im-pongau-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/sankt-johann-im-pongau--austria--pinterest-pin.png,,Sankt Johann im Pongau,Austria,47.349971,13.210045,"They were copper-mining here in the Bronze Age, now this small but beautifully-formed town is reliant on tourism for its living. Luckily it has much to offer.",active,Austria,Europe
6395180403,Sankt Gilgen,destination,https://daytrip.com/en/transfers/sankt-gilgen-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/sankt-gilgen--austria--pinterest-pin.png,,Sankt Gilgen,Austria,47.769665,13.359471,"When every view feels like it should be on a postcard, it can sometimes be hard to believe that what you see is real.",active,Austria,Europe
6395180404,Innsbruck,destination,https://daytrip.com/en/transfers/innsbruck-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/innsbruck--austria--pinterest-pin.png,,Innsbruck,Austria,47.268568,11.400763,"The home of emperors, the only thing more impressive than the surrounding Alps is this idyllic mountain town's rich cultural history.",active,Austria,Europe
6395180405,Zell am See,destination,https://daytrip.com/en/transfers/zell-am-see-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/zell-am-see--austria--pinterest-pin.png,"Zell am See, Austria",Zell am See,Austria,47.32352,12.79685,"Settled snugly in the Zell Valley, Zell am See is the perfect place to stroll and admire the enclosing Alps reflected in the broad lake.",active,Austria,Europe
6395180406,Sankt Wolfgang,destination,https://daytrip.com/en/transfers/sankt-wolfgang-at,https://raw.githubusercontent.com/kubaivanov/pictures/main/pinterest/sankt-wolfgang--austria--pinterest-pin.png,,Sankt Wolfgang,Austria,47.7418278,13.4397113,"Hugging the Wolfgangsee Lake and enclosed by the soaring Alps, this charming medieval town is a pilgrimage site for lovers of history and scenery.",active,Austria,Europe
